user_id,user_name,persona,age,fitness_goal,experience_level,injury_constraint,exercise_id,exercise_name,bodyPart,equipment,target_muscle,rating,bodyPart_icon,equipment_icon,persona_icon,injury_icon
U0145,Ingrid Thomas,moderate_stress,23.0,Fat_Loss,BEGINNER,none,3240,exercise ball on the wall calf raise (tennis ball between knees),lower legs,dumbbell,calves,3.0,🦿,🏋️,🟡,✅
U0422,Patricia Nelson,low_stress,,mobility,beginner,none,1289,dumbbell one arm incline chest press,chest,dumbbell,pectorals,4.0,💪,🏋️,🟢,✅
U0089,Lisa Green,low_stress,54.0,general_fitness,beginner,none,1754,weighted three bench dips,upper arms,weighted,triceps,5.0,💪,🏋️,🟢,✅
U0146,Karen Smith,low_stress,30.0,endurance,beginner,none,1009,band stiff leg deadlift,upper legs,band,glutes,4.0,🦵,➰,🟢,✅
U0386,Timothy Johnson,high_stress_low_support,25.0,fat_loss,beginner,none,1201,dumbbell burpee,cardio,dumbbell,cardiovascular system,5.0,🏃,🏋️,🔴,✅
U0059,Ashley Green,low_stress,59.0,endurance,intermediate,none,1766,self assisted inverse leg curl,upper legs,body weight,hamstrings,4.0,🦵,🧍,🟢,✅
U0209,Matthew Scott,low_stress,28.0,fat_loss,beginner,back_pain,1262,cable one arm decline chest fly,chest,cable,pectorals,4.0,💪,🔗,🟢,🔻⚠️
U0288,Steven Moore,low_stress,22.0,fat_loss,beginner,,87,barbell seated bradford rocky press,shoulders,barbell,delts,3.0,🤸,🏋️‍♂️,🟢,🦵⚠️
U0351,Susan Torres,moderate_stress,21.0,muscle_gain,intermediate,none,1351,lever t-bar reverse grip row,back,leverage machine,upper back,4.0,🏋️,⚙️,🟡,✅
U0454,Sofia Roberts,low_stress,37.0,fat_loss,advanced,shoulder_injury,3561,glute bridge march,upper legs,body weight,,5.0,🦵,🧍,🟢,🤕
U0485,Susan Carter,low_stress,44.0,endurance,intermediate,none,551,kettlebell turkish get up (squat style),upper legs,kettlebell,glutes,4.0,🦵,🔔,🟢,✅
U0379,Sofia Baker,low_stress,,endurance,intermediate,none,1740,dumbbell standing bent over one arm triceps extension,upper arms,dumbbell,triceps,4.0,💪,🏋️,🟢,✅
U0187,Mia Nelson,low_stress,35.0,muscle_gain,beginner,none,846,weighted russian twist,waist,weighted,abs,3.0,🧘,🏋️,🟢,✅
U0188,Joseph White,low_stress,35.0,endurance,advanced,none,1259,behind head chest stretch,chest,assisted,pectorals,3.0,💪,🤝,🟢,✅
U0417,Priya Robinson,low_stress,29.0,general_fitness,intermediate,knee_pain,204,cable rear drive,upper arms,cable,triceps,5.0,💪,🔗,🟢,🦵⚠️
U0181,Carlos Thomas,high_stress_low_support,57.0,general_fitness,intermediate,knee_pain,2285,lever pullover ,back,leverage machine,lats,4.0,🏋️,⚙️,🔴,🦵⚠️
U0086,Susan Thomas,low_stress,31.0,mobility,intermediate,shoulder_injury,1752,smith machine incline tricep extension,upper arms,smith machine,triceps,1.0,💪,⚙️,🟢,🤕
U0432,Paul Thompson,high_stress_low_support,38.0,muscle_gain,intermediate,none,530,kettlebell double windmill,WAIST,kettlebell,abs,3.0,🧘,🔔,🔴,✅
U0472,Mia Wright,moderate_stress,56.0,general_fitness,beginner,shoulder_injury,640,one arm slam (with medicine ball),waist,medicine ball,abs,5.0,🧘,🏐,🟡,🤕
U0356,George Torres,moderate_stress,53.0,endurance,beginner,shoulder_injury,373,dumbbell pronate-grip triceps extension,upper arms,dumbbell,triceps,1.0,💪,🏋️,🟡,🤕
U0249,Anthony King,low_stress,-5.0,fat_loss,advanced,none,1322,cable rope extension incline bench row,back,cable,upper back,4.0,🏋️,🔗,🟢,✅
U0293,Karen Torres,high_stress_low_support,32.0,Endurance,intermediate,none,595,lever seated crunch (chest pad),waist,leverage machine,abs,3.0,🧘,⚙️,🔴,✅
U0164,Liam Lopez,low_stress,41.0,endurance,beginner,none,3158,bodyweight standing close-grip row,back,body weight,upper back,4.0,🏋️,🧍,🟢,✅
U0447,Ingrid Lewis,high_stress_low_support,24.0,  mobility  ,advanced,none,100,barbell skier,shoulders,barbell,delts,2.0,🤸,🏋️‍♂️,🔴,✅
U0176,Wei Ramirez,low_stress,59.0,fat_loss,intermediate,shoulder_injury,1271,chest and front of shoulder stretch,chest,body weight,pectorals,3.0,💪,🧍,🟢,🤕
U0098,Carol Ramirez,low_stress,48.0,general_fitness,intermediate,none,547,kettlebell seesaw press,shoulders,kettlebell,delts,5.0,🤸,🔔,🟢,✅
U0188,Joseph White,low_stress,35.0,endurance,advanced,none,297,dumbbell concentration curl,upper arms,dumbbell,biceps,4.0,💪,🏋️,🟢,✅
U0048,Priya Johnson,low_stress,53.0,general_fitness,intermediate,knee_pain,1347,lever one arm lateral wide pulldown ,BACK,leverage machine,lats,5.0,🏋️,⚙️,🟢,🦵⚠️
U0029,Sarah Rivera,low_stress,18.0,endurance,intermediate,none,317,dumbbell incline curl v. 2,upper arms,dumbbell,biceps,3.0,💪,🏋️,🟢,✅
U0314,Carlos Davis,low_stress,38.0,mobility,beginner,none,300,dumbbell deadlift,upper legs,dumbbell,glutes,4.0,🦵,🏋️,🟢,✅
U0188,Joseph White,low_stress,35.0,endurance,advanced,none,3116,band fixed back underhand pulldown,back,band,lats,4.0,🏋️,➰,🟢,✅
U0304,Robert Jones,moderate_stress,28.0,mobility,beginner,knee_pain,642,outside leg kick push-up,upper legs,body weight,glutes,2.0,🦵,🧍,🟡,🦵⚠️
U0050,Timothy White,low_stress,18.0,muscle_gain,beginner,none,2311,walking on stepmill,cardio,stepmill machine,cardiovascular system,4.0,🏃,⚙️,🟢,✅
U0040,Joshua Clark,moderate_stress,44.0,  mobility  ,beginner,none,365,dumbbell over bench neutral wrist curl,upper arms,dumbbell,biceps,4.0,💪,🏋️,🟡,✅
U0237,Kevin Perez,moderate_stress,39.0,muscle_gain,beginner,back_pain,1384,hack one leg calf raise,lower legs,sled machine,calves,4.0,🦿,⚙️,🟡,🔻⚠️
U0042,Betty Robinson,high_stress_low_support,28.0,mobility,intermediate,none,162,cable front raise,shoulders,cable,delts,3.0,🤸,🔗,🔴,✅
U0009,Carlos Green,low_stress,54.0,GENERAL_FITNESS,intermediate,none,1663,dumbbell one arm hammer preacher curl,upper arms,dumbbell,biceps,5.0,💪,🏋️,🟢,✅
U0005,Lisa Rodriguez,low_stress,43.0,muscle_gain,intermediate,back_pain,1735,dumbbell lying single extension,upper arms,dumbbell,triceps,5.0,💪,🏋️,🟢,🔻⚠️
U0274,Priya King,moderate_stress,34.0,general_fitness,intermediate,back_pain,762,smith rear delt row,shoulders,smith machine,delts,4.0,🤸,⚙️,🟡,🔻⚠️
U0203,Robert White,moderate_stress,46.0,mobility,intermediate,none,3645,single leg bridge with outstretched leg,upper legs,body weight,glutes,5.0,🦵,🧍,🟡,✅
U0089,Lisa Green,low_stress,54.0,general_fitness,beginner,none,126,barbell wrist curl,lower arms,barbell,forearms,4.0,🤜,🏋️‍♂️,🟢,✅
U0487,Carlos Campbell,moderate_stress,52.0,muscle_gain,advanced,none,1259,behind head chest stretch,chest,assisted,pectorals,5.0,💪,🤝,🟡,✅
U0197,Charles Thomas,moderate_stress,37.0,general_fitness,beginner,none,6,alternate heel touchers,waist,body weight,abs,5.0,🧘,🧍,🟡,✅
U0450,Emily Wright,moderate_stress,31.0,muscle_gain,beginner,shoulder_injury,1742,dumbbell tricep kickback with stork stance,upper arms,dumbbell,triceps,3.0,💪,🏋️,🟡,🤕
U0434,Sofia Hall,high_stress_low_support,58.0,endurance,beginner,back_pain,298,dumbbell cross body hammer curl,upper arms,dumbbell,biceps,3.0,💪,🏋️,🔴,🔻⚠️
U0270,Noah Martinez,low_stress,26.0,muscle_gain,beginner,back_pain,139,biceps narrow pull-ups,upper arms,body weight,biceps,5.0,💪,🧍,🟢,🔻⚠️
U0093,Michelle Miller,low_stress,34.0,mobility,beginner,shoulder_injury,1638,cable pulldown bicep curl,upper arms,cable,biceps,2.0,💪,🔗,🟢,🤕
U0458,Paul Lewis,moderate_stress,40.0,endurance,beginner,none,2293,dumbbell standing zottman preacher curl,upper arms,dumbbell,biceps,3.0,💪,🏋️,🟡,✅
U0382,William Wright,high_stress_low_support,29.0,fat_loss,BEGINNER,none,1764,hanging leg hip raise,waist,body weight,abs,5.0,🧘,🧍,🔴,✅
U0222,James Carter,moderate_stress,49.0,endurance,beginner,none,754,smith decline reverse-grip press,chest,smith machine,pectorals,2.0,💪,⚙️,🟡,✅
U0212,Mohammed Lee,moderate_stress,37.0,general_fitness,intermediate,none,1626,smith machine reverse decline close grip bench press,chest,smith machine,pectorals,5.0,💪,⚙️,🟡,✅
U0363,Emily Rivera,low_stress,53.0,fat_loss,intermediate,shoulder_injury,1330,dumbbell reverse grip incline bench one arm row,back,dumbbell,upper back,3.0,🏋️,🏋️,🟢,🤕
U0127,Ashley Martinez,low_stress,42.0,mobility,intermediate,none,1425,sled 45 degrees one leg press,upper legs,sled machine,glutes,5.0,🦵,⚙️,🟢,✅
U0189,Ashley Hernandez,moderate_stress,57.0,endurance,beginner,none,1431,assisted standing chin-up,back,leverage machine,lats,2.0,🏋️,⚙️,🟡,✅
U0106,Wei Wright,moderate_stress,55.0,muscle_gain,intermediate,none,601,lever seated reverse fly (parallel grip),shoulders,leverage machine,delts,4.0,🤸,⚙️,🟡,✅
U0035,Joseph Torres,moderate_stress,52.0,muscle_gain,beginner,none,245,cable underhand pulldown,back,cable,lats,4.0,🏋️,🔗,🟡,✅
U0270,Noah Martinez,low_stress,26.0,MUSCLE_GAIN,beginner,back_pain,1255,barbell decline pullover,chest,,pectorals,5.0,💪,🏋️‍♂️,🟢,🔻⚠️
U0119,David Ramirez,low_stress,23.0,general_fitness,beginner,shoulder_injury,1262,cable one arm decline chest fly,chest,cable,pectorals,4.0,💪,🔗,🟢,🤕
U0110,Ronald Gonzalez,high_stress_low_support,23.0,muscle_gain,beginner,,1719,barbell incline close grip bench press,upper arms,barbell,triceps,4.0,💪,🏋️‍♂️,🔴,✅
U0050,Timothy White,low_stress,18.0,muscle_gain,beginner,none,1463,sled 45в° leg press (side pov),upper legs,sled machine,glutes,5.0,🦵,⚙️,🟢,✅
U0276,Ronald Hall,low_stress,23.0,  general_fitness  ,beginner,none,231,cable standing one arm triceps extension,UPPER ARMS,cable,triceps,4.0,💪,🔗,🟢,✅
U0350,Susan Davis,low_stress,24.0,endurance,beginner,knee_pain,863,dumbbell lying external shoulder rotation,shoulders,dumbbell,delts,3.0,🤸,🏋️,🟢,🦵⚠️
U0209,Matthew Scott,low_stress,28.0,Fat_Loss,beginner,back_pain,396,dumbbell seated lateral raise,shoulders,dumbbell,delts,3.0,🤸,🏋️,🟢,🔻⚠️
U0275,George Thompson,moderate_stress,50.0,general_fitness,beginner,none,15,assisted parallel close grip pull-up,back,leverage machine,lats,5.0,🏋️,⚙️,🟡,✅
U0400,Richard Perez,low_stress,32.0,fat_loss,beginner,none,1716,assisted seated pectoralis major stretch with stability ball,chest,ASSISTED,pectorals,3.0,💪,🤝,🟢,✅
U0143,Amanda White,high_stress_low_support,36.0,mobility,intermediate,none,317,dumbbell incline curl v. 2,upper arms,dumbbell,biceps,3.0,💪,🏋️,🔴,✅
U0408,Joseph Scott,high_stress_low_support,24.0,mobility,beginner,none,1397,standing calves,lower legs,body weight,calves,4.0,🦿,🧍,🔴,✅
U0230,Jennifer Hill,low_stress,22.0,fat_loss,beginner,none,3010,ez bar lying bent arms pullover,back,ez barbell,lats,3.0,🏋️,🏋️‍♂️,🟢,✅
U0468,Wei Davis,high_stress_low_support,37.0,fat_loss,beginner,back_pain,113,barbell standing wide-grip curl,UPPER ARMS,barbell,biceps,3.0,💪,🏋️‍♂️,🔴,🔻⚠️
U0247,Stephanie Green,moderate_stress,59.0,mobility,intermediate,knee_pain,1408,band hip lift,upper legs,band,glutes,4.0,🦵,➰,🟡,🦵⚠️
U0292,Elizabeth Davis,low_stress,55.0,mobility,intermediate,none,624,march sit (wall),upper legs,body weight,glutes,5.0,🦵,🧍,🟢,✅
U0173,Ava Flores,low_stress,29.0,fat_loss,beginner,knee_pain,849,weighted seated twist (on stability ball),waist,weighted,abs,5.0,🧘,🏋️,🟢,🦵⚠️
U0041,Kenneth Brown,low_stress,37.0,general_fitness,beginner,back_pain,454,ez barbell spider curl,upper arms,ez barbell,biceps,4.0,💪,🏋️‍♂️,🟢,🔻⚠️
U0121,Ashley Wright,moderate_stress,29.0,muscle_gain,intermediate,none,3697,cable kneeling rear delt row (with rope) (male),shoulders,  cable  ,delts,5.0,🤸,🔗,🟡,✅
U0434,Sofia Hall,high_stress_low_support,58.0,endurance,beginner,back_pain,113,barbell standing wide-grip curl,upper arms,barbell,biceps,2.0,💪,🏋️‍♂️,🔴,🔻⚠️
U0351,Susan Torres,moderate_stress,21.0,muscle_gain,intermediate,none,1350,lever seated row,back,leverage machine,upper back,2.0,🏋️,⚙️,🟡,✅
U0469,Melissa Lee,low_stress,53.0,general_fitness,intermediate,none,1476,one leg squat,upper legs,body weight,glutes,4.0,🦵,🧍,🟢,✅
U0022,Sarah Rodriguez,low_stress,47.0,muscle_gain,intermediate,none,2371,weighted russian twist v. 2,waist,weighted,abs,3.0,🧘,🏋️,🟢,✅
U0058,Jennifer Wilson,moderate_stress,50.0,general_fitness,beginner,none,3156,bodyweight standing close-grip one arm row,Back,body weight,upper back,5.0,🏋️,🧍,🟡,✅
U0402,Sandra Scott,high_stress_low_support,40.0,fat_loss,beginner,none,89,barbell seated close-grip concentration curl,upper arms,barbell,biceps,2.0,💪,🏋️‍♂️,🔴,✅
U0323,Donald Carter,low_stress,30.0,endurance,beginner,none,100,barbell skier,shoulders,barbell,delts,4.0,🤸,🏋️‍♂️,🟢,✅
U0195,Jennifer Perez,low_stress,24.0,endurance,advanced,knee_pain,1009,band stiff leg deadlift,upper legs,band,glutes,2.0,🦵,➰,🟢,🦵⚠️
U0237,Kevin Perez,moderate_stress,39.0,muscle_gain,beginner,back_pain,1458,ez barbell seated curls,upper arms,EZ BARBELL,biceps,4.0,💪,🏋️‍♂️,🟡,🔻⚠️
U0339,Linda Campbell,low_stress,27.0,general_fitness,advanced,knee_pain,394,dumbbell seated kickback,upper arms,dumbbell,triceps,5.0,💪,🏋️,🟢,🦵⚠️
U0416,John Nelson,low_stress,39.0,general_fitness,intermediate,none,652,pull-up,back,body weight,lats,5.0,🏋️,🧍,🟢,✅
U0284,Mary Wilson,low_stress,58.0,mobility,intermediate,none,697,self assisted inverse leg curl,upper legs,body weight,hamstrings,4.0,🦵,🧍,🟢,✅
U0241,Donna Sanchez,high_stress_low_support,36.0,endurance,advanced,none,1377,calf stretch with hands against wall,lower legs,body weight,calves,5.0,🦿,🧍,🔴,✅
U0101,John Rodriguez,high_stress_low_support,30.0,endurance,beginner,shoulder_injury,1007,band standing twisting crunch,waist,band,abs,4.0,🧘,➰,🔴,🤕
U0346,Mark Robinson,high_stress_low_support,43.0,mobility,intermediate,none,107,barbell standing front raise over head,shoulders,  barbell  ,delts,3.0,🤸,🏋️‍♂️,🔴,✅
U0361,Karen Moore,high_stress_low_support,49.0,muscle_gain,intermediate,none,1010,band straight leg deadlift,back,,spine,3.0,🏋️,➰,🔴,✅
U0058,Jennifer Wilson,moderate_stress,50.0,general_fitness,beginner,none,2799,barbell sitted alternate leg raise,waist,barbell,abs,4.0,🧘,🏋️‍♂️,🟡,✅
U0354,James Hall,moderate_stress,24.0,mobility,beginner,knee_pain,2333,arm slingers hanging straight legs,waist,body weight,abs,5.0,🧘,🧍,🟡,🦵⚠️
U0045,Emma Rodriguez,high_stress_low_support,27.0,general_fitness,beginner,none,293,dumbbell bent over row,back,dumbbell,upper back,4.0,🏋️,🏋️,🔴,✅
U0331,Kenneth Wilson,moderate_stress,32.0,endurance,intermediate,none,1335,exercise ball back extension with knees off ground,back,stability ball,spine,4.0,🏋️,🏐,🟡,✅
U0267,Joshua Harris,low_stress,39.0,muscle_gain,Beginner,shoulder_injury,282,decline sit-up,waist,body weight,abs,4.0,🧘,🧍,🟢,🤕
U0224,Noah Wright,high_stress_low_support,48.0,general_fitness,intermediate,none,1564,intermediate hip flexor and quad stretch,upper legs,rope,quads,4.0,🦵,🪢,🔴,✅
U0043,Emma Lopez,moderate_stress,21.0,endurance,intermediate,none,1408,band hip lift,upper legs,band,glutes,3.0,🦵,➰,🟡,✅
U0240,Aiden Martin,low_stress,26.0,muscle_gain,beginner,knee_pain,1687,posterior step to overhead reach,waist,body weight,abs,4.0,🧘,🧍,🟢,🦵⚠️
U0215,Emily White,moderate_stress,45.0,muscle_gain,beginner,none,1367,wide grip rear pull-up,back,body weight,lats,5.0,🏋️,🧍,🟡,✅
U0109,Mark Anderson,low_stress,27.0,mobility,advanced,none,2963,captains chair straight leg raise,waist,body weight,abs,5.0,🧘,🧍,🟢,✅
U0494,Carlos Rodriguez,low_stress,44.0,fat_loss,intermediate,none,123,barbell wide-grip upright row,shoulders,barbell,delts,4.0,🤸,🏋️‍♂️,🟢,✅
U0229,Fatima Green,moderate_stress,36.0,muscle_gain,advanced,none,826,vertical leg raise (on parallel bars),waist,body weight,abs,4.0,🧘,🧍,🟡,✅
U0200,Lucas Nelson,low_stress,58.0,general_fitness,  intermediate  ,knee_pain,2289,lever calf press ,lower legs,leverage machine,calves,2.0,🦿,⚙️,🟢,🦵⚠️
U0235,Carol Davis,high_stress_low_support,54.0,general_fitness,beginner,back_pain,775,smith upright row,shoulders,smith machine,delts,4.0,🤸,⚙️,🔴,🔻⚠️
U0147,Charles Moore,low_stress,32.0,endurance,intermediate,none,1412,barbell palms up wrist curl over a bench,lower arms,barbell,forearms,4.0,🤜,🏋️‍♂️,🟢,✅
U0177,Patricia Hernandez,low_stress,24.0,fat_loss,beginner,knee_pain,3287,elbow dips,upper arms,body weight,triceps,3.0,💪,🧍,🟢,🦵⚠️
U0407,Donna Baker,low_stress,30.0,fat_loss,advanced,none,991,band pull through,upper legs,band,glutes,5.0,🦵,➰,🟢,✅
U0480,John Martin,low_stress,51.0,endurance,beginner,none,1758,assisted sit-up,waist,assisted,abs,3.0,🧘,🤝,🟢,✅
U0074,Ethan Brown,low_stress,52.0,endurance,advanced,back_pain,830,weighted bench dip,upper arms,weighted,triceps,3.0,💪,🏋️,🟢,🔻⚠️
U0336,Andrew Adams,moderate_stress,23.0,mobility,advanced,none,1264,cable one arm incline fly on exercise ball,chest,cable,pectorals,4.0,💪,🔗,🟡,✅
U0271,Kevin Wilson,low_stress,32.0,fat_loss,advanced,none,1614,lever preacher curl v. 2,upper arms,leverage machine,biceps,4.0,💪,⚙️,🟢,✅
U0127,Ashley Martinez,low_stress,42.0,mobility,intermediate,none,1769,bodyweight side lying biceps curl,upper arms,body weight,biceps,5.0,💪,🧍,🟢,✅
U0043,Emma Lopez,moderate_stress,21.0,endurance,intermediate,none,1767,weighted triceps dip on high parallel bars,upper arms,weighted,triceps,3.0,💪,🏋️,🟡,✅
U0453,Richard Thompson,moderate_stress,21.0,muscle_gain,advanced,knee_pain,3286,weighted muscle up,back,weighted,lats,5.0,🏋️,🏋️,🟡,🦵⚠️
U0085,James Mitchell,low_stress,44.0,fat_loss,advanced,none,2798,barbell squat jump step rear lunge,upper legs,barbell,quads,4.0,🦵,🏋️‍♂️,🟢,✅
U0441,Barbara White,high_stress_low_support,24.0,general_fitness,beginner,none,151,cable bench press,chest,cable,pectorals,4.0,💪,🔗,🔴,✅
U0187,Mia Nelson,low_stress,35.0,muscle_gain,beginner,none,1642,cable seated one arm concentration curl,upper arms,cable,biceps,5.0,💪,🔗,🟢,✅
U0237,Kevin Perez,moderate_stress,39.0,muscle_gain,beginner,back_pain,627,mixed grip chin-up,back,body weight,lats,3.0,🏋️,🧍,🟡,🔻⚠️
U0492,Wei Lopez,moderate_stress,36.0,endurance,intermediate,knee_pain,1392,sled one leg calf press on leg press,lower legs,sled machine,calves,3.0,🦿,⚙️,🟡,🦵⚠️
U0148,Patricia Allen,moderate_stress,45.0,general_fitness,INTERMEDIATE,back_pain,1719,barbell incline close grip bench press,upper arms,barbell,triceps,5.0,💪,🏋️‍♂️,🟡,🔻⚠️
U0123,Donna Davis,low_stress,56.0,fat_loss,intermediate,back_pain,18,assisted standing triceps extension (with towel),upper arms,assisted,triceps,4.0,💪,🤝,🟢,🔻⚠️
U0327,Ethan Martinez,high_stress_low_support,,general_fitness,beginner,none,740,sled 45в° leg wide press,upper legs,sled machine,glutes,5.0,🦵,⚙️,🔴,✅
U0211,Jennifer Rivera,moderate_stress,32.0,general_fitness,intermediate,back_pain,167,cable high row (kneeling),back,cable,upper back,2.0,🏋️,🔗,🟡,🔻⚠️
U0380,Ethan Flores,moderate_stress,22.0,endurance,  beginner  ,none,710,side hip abduction,upper legs,body weight,abductors,4.0,🦵,🧍,🟡,✅
U0060,Lisa Harris,low_stress,53.0,fat_loss,intermediate,back_pain,1273,clap push up,chest,body weight,pectorals,5.0,💪,🧍,🟢,🔻⚠️
U0385,Anthony Torres,low_stress,43.0,fat_loss,advanced,none,406,dumbbell shrug,back,dumbbell,traps,4.0,🏋️,🏋️,🟢,✅
U0109,Mark Anderson,low_stress,27.0,mobility,advanced,none,162,cable front raise,shoulders,cable,delts,3.0,🤸,🔗,🟢,✅
U0235,Carol Davis,high_stress_low_support,54.0,general_fitness,  beginner  ,back_pain,1457,barbell standing wide military press,shoulders,barbell,delts,3.0,🤸,🏋️‍♂️,🔴,🔻⚠️
U0331,Kenneth Wilson,moderate_stress,32.0,endurance,intermediate,none,2800,barbell sitted alternate leg raise (female),waist,barbell,abs,4.0,🧘,🏋️‍♂️,🟡,✅
U0380,Ethan Flores,moderate_stress,22.0,endurance,beginner,none,113,barbell standing wide-grip curl,upper arms,barbell,biceps,4.0,💪,🏋️‍♂️,🟡,✅
U0338,Andrew Gonzalez,moderate_stress,30.0,fat_loss,intermediate,none,587,lever military press ,shoulders,leverage machine,delts,3.0,🤸,⚙️,🟡,✅
U0354,James Hall,moderate_stress,,mobility,beginner,knee_pain,600,lever seated leg raise crunch ,waist,,abs,4.0,🧘,⚙️,🟡,🦵⚠️
U0158,David Anderson,moderate_stress,54.0,mobility,beginner,back_pain,1268,cable press on exercise ball,chest,cable,pectorals,3.0,💪,🔗,🟡,🔻⚠️
U0160,Mia Garcia,high_stress_low_support,28.0,fat_loss,intermediate,none,522,kettlebell alternating row,back,kettlebell,upper back,2.0,🏋️,🔔,🔴,✅
U0216,Donna Mitchell,moderate_stress,54.0,muscle_gain,intermediate,knee_pain,106,barbell standing close grip curl,upper arms,barbell,biceps,4.0,💪,🏋️‍♂️,🟡,🦵⚠️
U0113,Timothy Taylor,low_stress,46.0,muscle_gain,intermediate,knee_pain,589,lever one arm bent over row ,back,barbell,upper back,3.0,🏋️,🏋️‍♂️,🟢,🦵⚠️
U0399,Kimberly Wright,moderate_stress,49.0,muscle_gain,intermediate,none,330,dumbbell incline triceps extension,upper arms,dumbbell,triceps,5.0,💪,🏋️,🟡,✅
U0452,Lucas Campbell,high_stress_low_support,43.0,muscle_gain,  intermediate  ,none,1387,one leg floor calf raise,lower legs,body weight,calves,3.0,🦿,🧍,🔴,✅
U0395,Yuki Lee,low_stress,23.0,fat_loss,intermediate,none,395,dumbbell seated lateral raise v. 2,shoulders,dumbbell,delts,4.0,🤸,🏋️,🟢,✅
U0205,Timothy Jackson,low_stress,56.0,general_fitness,beginner,none,1680,dumbbell standing one arm curl over incline bench,upper arms,dumbbell,biceps,5.0,💪,🏋️,🟢,✅
U0304,Robert Jones,moderate_stress,28.0,mobility,beginner,knee_pain,989,band one arm twisting chest press,chest,band,pectorals,3.0,💪,➰,🟡,🦵⚠️
U0432,Paul Thompson,high_stress_low_support,38.0,muscle_gain,intermediate,none,1734,dumbbell kickbacks on exercise ball,upper arms,dumbbell,triceps,5.0,💪,🏋️,🔴,✅
U0289,Karen Ramirez,moderate_stress,37.0,muscle_gain,beginner,back_pain,2137,dumbbell arnold press,shoulders,dumbbell,delts,5.0,🤸,🏋️,🟡,🔻⚠️
U0379,Sofia Baker,low_stress,48.0,endurance,intermediate,none,33,barbell decline bench press,chest,barbell,pectorals,3.0,💪,🏋️‍♂️,🟢,✅
U0086,Susan Thomas,low_stress,31.0,mobility,intermediate,shoulder_injury,97,barbell side split squat v. 2,upper legs,barbell,quads,3.0,🦵,🏋️‍♂️,🟢,🤕
U0433,Linda King,moderate_stress,53.0,muscle_gain,beginner,knee_pain,320,dumbbell incline hammer curl,upper arms,dumbbell,biceps,5.0,💪,🏋️,🟡,🦵⚠️
U0300,Michelle Carter,moderate_stress,39.0,muscle_gain,beginner,none,522,kettlebell alternating row,back,kettlebell,upper back,4.0,🏋️,🔔,🟡,✅
U0480,John Martin,low_stress,51.0,endurance,beginner,none,222,cable side bend,waist,cable,abs,4.0,🧘,🔗,🟢,✅
U0232,Joseph Roberts,low_stress,55.0,general_fitness,intermediate,none,405,dumbbell seated shoulder press,shoulders,dumbbell,delts,5.0,🤸,🏋️,🟢,✅
U0133,Matthew Johnson,moderate_stress,21.0,general_fitness,beginner,none,292,dumbbell one arm bent-over row,back,dumbbell,upper back,4.0,🏋️,🏋️,🟡,✅
U0026,Betty Smith,low_stress,19.0,muscle_gain,beginner,,2203,roller seated shoulder flexor depresor retractor,chest,roller,pectorals,5.0,💪,🌀,🟢,✅
U0066,Donna White,moderate_stress,37.0,fat_loss,advanced,none,68,barbell one leg squat,upper legs,barbell,quads,4.0,🦵,🏋️‍♂️,🟡,✅
U0338,Andrew Gonzalez,moderate_stress,30.0,fat_loss,intermediate,none,1467,push-up on lower arms,upper arms,body weight,triceps,3.0,💪,🧍,🟡,✅
U0460,Susan Roberts,moderate_stress,25.0,endurance,beginner,none,356,dumbbell one arm lateral raise with support,shoulders,dumbbell,delts,4.0,🤸,🏋️,🟡,✅
U0360,Charles Brown,moderate_stress,48.0,fat_loss,beginner,none,3671,ski step,cardio,body weight,cardiovascular system,5.0,🏃,🧍,🟡,✅
U0395,Yuki Lee,low_stress,23.0,fat_loss,intermediate,none,1282,dumbbell incline one arm press on exercise ball,chest,dumbbell,pectorals,3.0,💪,🏋️,🟢,✅
U0371,Noah Clark,high_stress_low_support,19.0,mobility,beginner,none,398,dumbbell seated one arm kickback,upper arms,dumbbell,triceps,3.0,💪,🏋️,🔴,✅
U0266,Charles Rivera,low_stress,57.0,MUSCLE_GAIN,intermediate,none,202,cable rear delt row (stirrups),shoulders,cable,delts,5.0,🤸,🔗,🟢,✅
U0395,Yuki Lee,low_stress,23.0,fat_loss,intermediate,none,999,band single leg calf raise,lower legs,band,calves,3.0,🦿,➰,🟢,✅
U0147,Charles Moore,low_stress,32.0,endurance,intermediate,none,3019,bench pull-ups,back,body weight,lats,4.0,🏋️,🧍,🟢,✅
U0495,Margaret Walker,high_stress_low_support,49.0,endurance,beginner,none,1280,dumbbell incline one arm fly on exercise ball,chest,dumbbell,pectorals,4.0,💪,🏋️,🔴,✅
U0341,James Moore,low_stress,35.0,endurance,beginner,none,1653,dumbbell bicep curl with stork stance,upper arms,dumbbell,biceps,4.0,💪,🏋️,🟢,✅
U0181,Carlos Thomas,high_stress_low_support,57.0,general_fitness,intermediate,knee_pain,1628,ez barbell spider curl,upper arms,ez barbell,biceps,3.0,💪,🏋️‍♂️,🔴,🦵⚠️
U0200,Lucas Nelson,low_stress,58.0,general_fitness,intermediate,knee_pain,1647,dumbbell alternate preacher curl,upper arms,dumbbell,biceps,5.0,💪,🏋️,🟢,🦵⚠️
U0266,Charles Rivera,low_stress,57.0,muscle_gain,intermediate,none,1306,plyo push up,chest,body weight,pectorals,5.0,💪,🧍,🟢,✅
